attacks,card_format,card_number,card_type,damages,energy,evolution,evolved_from,expansion,hp,illustrators,languages,name,rarity,resistance,retreat_cost,variants,weakness
Double Kick,Expanded,75/145,Pokémon,30×,Fighting,Basic,,Guardians Rising,80,Kouki Saitou,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Mudbray,Common,,2,Unlimited;Reverse Holo,Grass×2
Reckless Charge,Expanded,90/149,Pokémon,20,Fairy,Basic,,Sun & Moon,70,Tomokazu Komiya,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Snubbull,Common,Darkness-20,1,Unlimited;Reverse Holo;Build-A-Bear Workshop,Metal×2
Sunsteel Strike;Sol Burst-GX,Expanded,89/149,Pokémon-GX,230;0,Metal,Stage 2,Cosmoem,Sun & Moon,250,PLANETA,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Solgaleo-GX,Rare Holo GX,Psychic-20,3,Unlimited;Jumbo Size,Fire×2
Metallic Sound;Aerial Ace,Expanded,88/149,Pokémon,0;60+,Metal,Basic,,Sun & Moon,110,Anesaki Dynamic,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Skarmory,Common,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
,Expanded,114/149,Item,,,,,Sun & Moon,,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Big Malasada,Uncommon,,,Unlimited;Reverse Holo,
Psychic,Expanded,113/149,Pokémon,60+,Colorless,Basic,,Sun & Moon,120,Mitsuhiro Arita,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Oranguru,Rare Holo,,2,Unlimited;Reverse Holo;Non-holo,Fighting×2
Bear Hug;Superpower,Expanded,112/149,Pokémon,40;80+,Colorless,Stage 1,Stufful,Sun & Moon,130,kirisAki,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Bewear,Rare,,3,Unlimited;Reverse Holo,Fighting×2
Tackle,Expanded,111/149,Pokémon,30,Colorless,Basic,,Sun & Moon,70,Sanosuke Sakuma,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Stufful,Common,,2,Unlimited;Reverse Holo,Fighting×2
Headbutt Bounce;Gumshoe Chance-GX,Expanded,110/149,Pokémon-GX,100;10+,Colorless,Stage 1,Yungoos,Sun & Moon,210,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Gumshoos-GX,Rare Holo GX,,2,Unlimited,Fighting×2
Tackle;Bite,Expanded,109/149,Pokémon,10;20,Colorless,Basic,,Sun & Moon,70,match,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Yungoos,Common,,1,Unlimited;Reverse Holo,Fighting×2
Echoed Voice;Beak Blast,Expanded,108/149,Pokémon,60;100,Colorless,Stage 2,Trumbeak,Sun & Moon,140,Megumi Mizutani,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Toucannon,Rare,Fighting-20,2,Unlimited;Reverse Holo,Lightning×2
Bullet Seed,Expanded,107/149,Pokémon,20×,Colorless,Stage 1,Pikipek,Sun & Moon,80,Kouki Saitou,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Trumbeak,Uncommon,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Rock Smash,Expanded,106/149,Pokémon,10+,Colorless,Basic,,Sun & Moon,50,Shin Nagasawa,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Pikipek,Common,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Ferocious Bellow;Hammer In,Expanded,105/149,Pokémon,50;120,Colorless,Stage 2,Stoutland,Sun & Moon,150,Kagemaru Himeno,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Stoutland,Rare,,3,Unlimited;Reverse Holo,Fighting×2
Bite,Expanded,104/149,Pokémon,50,Colorless,Stage 1,Lillipup,Sun & Moon,90,sui,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Herdier,Uncommon,,1,Unlimited;Reverse Holo,Fighting×2
Work Up;Bite,Expanded,103/149,Pokémon,0;20,Colorless,Basic,,Sun & Moon,60,MAHOU,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lillipup,Common,,1,Unlimited;Reverse Holo,Fighting×2
Teeter Punch,Expanded,102/149,Pokémon,30,Colorless,Basic,,Sun & Moon,80,Shigenori Negishi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Spinda,Uncommon,,1,Unlimited;Reverse Holo,Fighting×2
Quick Draw,Expanded,101a/149,Pokémon,0,Colorless,Basic,,Sun & Moon,60,Saya Tsuruta,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Eevee,Common,,2,Yellow A Alternate,Fighting×2
Quick Draw,Expanded,101/149,Pokémon,0,Colorless,Basic,,Sun & Moon,60,Shibuzoh.,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Eevee,Common,,2,Unlimited;Reverse Holo;Cosmos Holo;Sequin Holo,Fighting×2
Rage;Horn Attack;Mad Bull-GX,Expanded,100/149,Pokémon-GX,20+;60;30×,Colorless,Basic,,Sun & Moon,180,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Tauros-GX,Rare Holo GX,,3,Unlimited,Fighting×2
Cross-Cut;Hurricane Punch,Expanded,99/149,Pokémon,30+;50×,Colorless,Basic,,Sun & Moon,130,TOKIYA,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Kangaskhan,Rare Holo,,3,Unlimited;Reverse Holo;Non-holo,Fighting×2
Devastating Wind;Slashing Strike,Expanded,98/149,Pokémon,0;60,Colorless,Stage 1,Spearow,Sun & Moon,90,Hideki Ishikawa,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Fearow,Common,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Peck Bugs,Expanded,97/149,Pokémon,10+,Colorless,Basic,,Sun & Moon,60,Yukiko Baba,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Spearow,Common,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Dragon Wave;Giant Tail,Expanded,96/149,Pokémon,130;200,Dragon,Stage 2,Dragonair,Sun & Moon,160,Hiroyuki Yamamoto,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Dragonite,Rare Holo,,4,Unlimited;Reverse Holo,Fairy×2
Dragon's Wish;Tail Smack,Expanded,95/149,Pokémon,0;60,Dragon,Stage 1,Dratini,Sun & Moon,90,hatachu,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Dragonair,Uncommon,,2,Unlimited;Reverse Holo,Fairy×2
Signs of Evolution;Tail Smack,Expanded,94/149,Pokémon,0;10,Dragon,Basic,,Sun & Moon,60,Naoyo Kimura,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Dratini,Common,,2,Unlimited;Reverse Holo,Fairy×2
Fairy Wind,Expanded,93/149,Pokémon,30,Fairy,Stage 1,Cutiefly,Sun & Moon,60,Shin Nagasawa,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Ribombee,Rare Holo,Darkness-20,1,Unlimited;Reverse Holo,Metal×2
Fly Around,Expanded,92/149,Pokémon,10,Fairy,Basic,,Sun & Moon,30,Hitoshi Ariga,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Cutiefly,Common,Darkness-20,1,Unlimited;Reverse Holo,Metal×2
Dig Under,Expanded,87/149,Alolan Pokémon,0,Metal,Stage 1,Alolan Diglett,Sun & Moon,100,match,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Dugtrio,Rare Holo,Psychic-20,2,Unlimited;Reverse Holo;Cosmos Holo,Fire×2
Spelunk;Mud-Slap,Expanded,86/149,Alolan Pokémon,0;10,Metal,Basic,,Sun & Moon,50,Megumi Mizutani,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Diglett,Common,Psychic-20,1,Unlimited;Reverse Holo,Fire×2
False Accusation;Obsidian Fang,Expanded,85/149,Pokémon,20+;120,Darkness,Stage 2,Krokorok,Sun & Moon,150,Hajime Kusajima,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Krookodile,Rare Holo,Psychic-20,3,Unlimited;Reverse Holo,Fighting×2
Knock Off;Darkness Fang,Expanded,84/149,Pokémon,20;60,Darkness,Stage 1,Sandile,Sun & Moon,90,kawayoo,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Krokorok,Uncommon,Psychic-20,2,Unlimited;Reverse Holo,Fighting×2
Gnaw;Crunch,Expanded,83/149,Pokémon,20;30,Darkness,Basic,,Sun & Moon,70,Atsuko Nishida,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Sandile,Common,Psychic-20,2,Unlimited;Reverse Holo,Fighting×2
Aqua Impact,Expanded,82/149,Pokémon,60+,Darkness,Stage 1,Carvanha,Sun & Moon,110,Yumi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Sharpedo,Rare Holo,Psychic-20,0,Unlimited;Reverse Holo;Cosmos Holo,Fighting×2
Gnaw Through;Bite,Expanded,81/149,Pokémon,0;20,Darkness,Basic,,Sun & Moon,60,Sumiyoshi Kizuki,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Carvanha,Common,Psychic-20,1,Unlimited;Reverse Holo,Fighting×2
Strafe;Shadow Bullet;Dark Call-GX,Expanded,80/149,Pokémon-GX,30;90;0,Darkness,Stage 1,Eevee,Sun & Moon,200,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Umbreon-GX,Rare Holo GX,Psychic-20,2,Unlimited,Fighting×2
Taunt;Claw Rend,Expanded,79/149,Alolan Pokémon,0;30+,Darkness,Stage 1,Alolan Meowth,Sun & Moon,90,kirisAki,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Persian,Uncommon,Psychic-20,1,Unlimited;Reverse Holo;Cosmos Holo,Fighting×2
Fury Swipes,Expanded,78/149,Alolan Pokémon,10×,Darkness,Basic,,Sun & Moon,70,Kagemaru Himeno,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Meowth,Common,Psychic-20,1,Unlimited;Reverse Holo,Fighting×2
Evil Orders;Endeavor,Expanded,77/149,Alolan Pokémon,0;60+,Darkness,Stage 1,Alolan Rattata,Sun & Moon,120,match,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Raticate,Uncommon,Psychic-20,3,Unlimited;Reverse Holo,Fighting×2
Gnaw,Expanded,76/149,Alolan Pokémon,20,Darkness,Basic,,Sun & Moon,40,Kouki Saitou,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Rattata,Common,Psychic-20,0,Unlimited;Reverse Holo,Fighting×2
Absorb Vitality,Expanded,75/149,Pokémon,50,Fighting,Stage 1,Sandygast,Sun & Moon,130,Kouki Saitou,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Palossand,Rare,,4,Unlimited;Reverse Holo,Grass×2
Shore Up;Sand Tomb,Expanded,74/149,Pokémon,0;30,Fighting,Basic,,Sun & Moon,80,Akira Komayama,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Sandygast,Common,,3,Unlimited;Reverse Holo,Grass×2
Fling;Team Play,Expanded,73/149,Pokémon,0;10+,Fighting,Basic,,Sun & Moon,110,Naoki Saito,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Passimian,Uncommon,,1,Unlimited;Reverse Holo,Psychic×2
Punch;Crabhammer,Expanded,72/149,Pokémon,20;40,Fighting,Basic,,Sun & Moon,80,Shin Nagasawa,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Crabrawler,Common,,2,Unlimited;Reverse Holo,Psychic×2
Rock Artillery;Rock Tumble,Expanded,71/149,Pokémon,50×;120,Fighting,Stage 2,Boldore,Sun & Moon,160,Eske Yoshinob,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Gigalith,Rare Holo,,4,Unlimited;Reverse Holo;Cosmos Holo,Grass×2
Headbutt;Rock Hurl,Expanded,70/149,Pokémon,30;50,Fighting,Stage 1,Roggenrola,Sun & Moon,110,Shigenori Negishi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Boldore,Uncommon,,4,Unlimited;Reverse Holo,Grass×2
Smack Down,Expanded,69/149,Pokémon,20+,Fighting,Basic,,Sun & Moon,70,Kanako Eo,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Roggenrola,Common,,3,Unlimited;Reverse Holo,Grass×2
Push Out;Megaton Slap Push,Expanded,68/149,Pokémon,60;130,Fighting,Stage 1,Makuhita,Sun & Moon,130,Miki Tanaka,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Hariyama,Rare,,4,Unlimited;Reverse Holo,Psychic×2
Surprise Attack;Strength,Expanded,67/149,Pokémon,20;40,Fighting,Basic,,Sun & Moon,80,Mina Nakai,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Makuhita,Common,,2,Unlimited;Reverse Holo,Psychic×2
Teleport,Expanded,65/149,Pokémon,0,Psychic,Stage 1,Cosmog,Sun & Moon,90,Sanosuke Sakuma,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Cosmoem,Rare,,3,Unlimited;Reverse Holo,Psychic×2
Dust Gathering,Expanded,64/149,Pokémon,0,Psychic,Basic,,Sun & Moon,60,Megumi Mizutani,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Cosmog,Common,,1,"Unlimited;Reverse Holo;Toys ""R"" Us",Psychic×2
Venoshock,Expanded,63/149,Pokémon,50+,Psychic,Stage 1,Mareanie,Sun & Moon,110,Mitsuhiro Arita,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Toxapex,Rare Holo,,3,Unlimited;Reverse Holo,Psychic×2
Poison Sting,Expanded,62/149,Pokémon,0,Psychic,Basic,,Sun & Moon,60,match,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Mareanie,Common,,1,Unlimited;Reverse Holo,Psychic×2
Psybeam;Psychic;Divide-GX,Expanded,61/149,Pokémon-GX,30;60+;0,Psychic,Stage 1,Eevee,Sun & Moon,200,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Espeon-GX,Rare Holo GX,,1,Unlimited,Psychic×2
Meditate;Hypnoblast,Expanded,60/149,Pokémon,20+;70,Psychic,Stage 1,Drowzee,Sun & Moon,110,OOYAMA,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Hypno,Uncommon,,2,Unlimited;Reverse Holo,Psychic×2
Psychic Boom;Headbutt,Expanded,59/149,Pokémon,10×;20,Psychic,Basic,,Sun & Moon,70,Suwama Chiaki,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Drowzee,Common,,2,Unlimited;Reverse Holo,Psychic×2
Crunch,Expanded,58/149,Alolan Pokémon,90,Psychic,Stage 1,Alolan Grimer,Sun & Moon,120,Hitoshi Ariga,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Muk,Rare Holo,,4,Unlimited;Reverse Holo;Cosmos Holo,Psychic×2
Super Poison Breath;Pound,Expanded,57/149,Alolan Pokémon,0;40,Psychic,Basic,,Sun & Moon,80,Naoki Saito,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Grimer,Common,,3,Unlimited;Reverse Holo,Psychic×2
Triple Poison;Surprise Strike,Expanded,56/149,Pokémon,0;60+,Psychic,Stage 2,Golbat,Sun & Moon,130,DemizuPosuka,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Crobat,Rare Holo,Fighting-20,0,Unlimited;Reverse Holo;Non-holo;Cosmos Holo,Lightning×2
Super Poison Breath;Acrobatics,Expanded,55/149,Pokémon,0;10+,Psychic,Stage 1,Zubat,Sun & Moon,80,Masakazu Fukuda,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Golbat,Uncommon,Fighting-20,0,Unlimited;Reverse Holo,Lightning×2
Astonish,Expanded,54/149,Pokémon,0,Psychic,Basic,,Sun & Moon,50,Satoshi Shirai,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Zubat,Common,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Defense Curl;Discharge,Expanded,53/149,Pokémon,0;30×,Lightning,Basic,,Sun & Moon,70,Megumi Mizutani,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Togedemaru,Common,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Electro Cannon,Expanded,52/149,Pokémon,150,Lightning,Stage 2,Charjabug,Sun & Moon,150,Hitoshi Ariga,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Vikavolt,Rare Holo,Metal-20,3,Unlimited;Reverse Holo;Pokémon League,Fighting×2
Confuse Ray;Aqua Spark,Expanded,50/149,Pokémon,0;60+,Lightning,Stage 1,Chinchou,Sun & Moon,110,Masakazu Fukuda,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lanturn,Rare,Metal-20,2,Unlimited;Reverse Holo,Fighting×2
Shocking Jaws;Electric Ball,Expanded,51/149,Pokémon,20;50,Lightning,Stage 1,Grubbin,Sun & Moon,90,Naoki Saito,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Charjabug,Uncommon,Metal-20,3,Unlimited;Reverse Holo,Fighting×2
Searching Light;Electro Ball,Expanded,49/149,Pokémon,0;30,Lightning,Basic,,Sun & Moon,70,Ayaka Yoshida,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Chinchou,Common,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Vivid Charge;Psychic Fangs,Expanded,48/149,Pokémon,0;90,Water,Basic,,Sun & Moon,110,Mizue,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Bruxish,Rare,,2,Unlimited;Reverse Holo,Grass×2
Continuous Tumble,Expanded,47/149,Pokémon,30×,Water,Basic,,Sun & Moon,60,You Iribi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Pyukumuku,Uncommon,,1,Unlimited;Reverse Holo,Grass×2
Aqua Edge,Expanded,46/149,Pokémon,70,Water,Stage 1,Dewpider,Sun & Moon,100,match,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Araquanid,Uncommon,,2,Unlimited;Reverse Holo,Grass×2
Bubble,Expanded,45/149,Pokémon,10,Water,Basic,,Sun & Moon,60,Kagemaru Himeno,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Dewpider,Common,,1,Unlimited;Reverse Holo,Grass×2
Water Gun,Expanded,44/149,Pokémon,10,Water,Basic,,Sun & Moon,30,Mitsuhiro Arita,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Wishiwashi,Uncommon,,1,Unlimited;Reverse Holo,Grass×2
