name,expansion
Oddish,SM Trainer Kit (Alolan Ninetales)
Oddish,Team Rocket
Gengar Spirit Link,Phantom Forces
Gengar LV.X,Arceus
Gengar,Triumphant
Old Amber,Arceus
Old Amber,Majestic Dawn
Old Amber Aerodactyl,Dark Explorers
Old Amber Aerodactyl,Fates Collide
Old PC,Darkness Ablaze
Gengar,Generations
Old Rod,EX Dragon Frontiers
Old Rod,Neo Revelation
Oleana,Rebel Clash
Gengar,Diamond & Pearl
Olivia,Burning Shadows
Gengar,BREAKthrough
Olivia,Crimson Invasion
Olympia,Generations
Omanyte δ,EX Holon Phantoms
Omastar BREAK,Fates Collide
Gastly,XY Black Star Promos
Gastly,Triumphant
Gastly,Skyridge
Geodude,DP Trainer Kit (Lucario)
Geodude,Mysterious Treasures
Gastly,Generations
Ghetsis,Plasma Freeze
No Removal Gym,Gym Heroes
No. 2 Trainer (2018),Unnumbered Promos
Noivern,Furious Fists
Nosepass,EX Emerald
Girafarig,EX Dragon
Giovanni's Scheme,BREAKthrough
Nosepass,EX Ruby & Sapphire
Nugget,Rebel Clash
Nuzleaf,EX Hidden Legends
Giovanni's Last Resort,Gym Challenge
Giovanni's Exile,Unbroken Bonds
Giovanni's Exile,Hidden Fates
Giovanni,Gym Challenge
Oddish,Burning Shadows
Oddish,Cosmic Eclipse
Gible,Hidden Fates
Gible,Forbidden Light
Gible,BREAKpoint
Giant Stump,EX Legend Maker
Giant Hearth,Unified Minds
Giant Hearth,Cosmic Eclipse
Giant Cape,Dragons Exalted
Giant Bomb,Unified Minds
Gastly,McDonald's Collection 2019
Gastly,Expedition Base Set
Pichu,Arceus
Pal Pad,Ultra Prism
Palkia G LV.X,Platinum
Palmer's Contribution,Supreme Victors
Gambler,Fossil
Galvantula,Unified Minds
Gallade Spirit Link,Roaring Skies
Galarian Weezing,Rebel Clash
Parallel City,BREAKthrough
Paras,Aquapolis
Patrat,Boundaries Crossed
Patrat,Furious Fists
Patrat,XY Trainer Kit (Bisharp)
Peeking Red Card,Crimson Invasion
Peeking Red Card,Ultra Prism
Persian,EX Delta Species
Petilil,BREAKpoint
Galarian Corsola,Rebel Clash
Galar Mine,Rebel Clash
Galactic HQ,Platinum
Gabite,Mysterious Treasures
Pewter City Gym,Gym Heroes
G Scope,Plasma Blast
Phantump,BREAKpoint
Phoebe's Stadium,EX Power Keepers
Palkia & Dialga LEGEND,Triumphant
Pal Pad,Sword & Shield
Gastly,EX Legend Maker
Pal Pad,Flashfire
Gastly,EX FireRed & LeafGreen
Gastly,Diamond & Pearl
Gastly,Crimson Invasion
Gastly,Base Set 2
Gastly,Base Set
Gastly,BREAKthrough
Opal,Vivid Voltage
Gardevoir Spirit Link,Steam Siege
Gardevoir Spirit Link,Primal Clash
Gardevoir LV.X,Secret Wonders
Oracle,Skyridge
Oran Berry,EX Emerald
Oran Berry,EX Ruby & Sapphire
Order Pad,Ultra Prism
Ordinary Rod,Sword & Shield
Gardevoir,Ancient Origins
Gardenia,Ultra Prism
Garchomp Spirit Link,XY Black Star Promos
Garchomp LV.X,Majestic Dawn
Garchomp C LV.X,Supreme Victors
Garchomp C LV.X,DP Black Star Promos
Pachirisu,Ultra Prism
Paint Roller,Ancient Origins
Mew ☆ δ,EX Dragon Frontiers
Gulpin,EX Hidden Legends
Croagunk,Steam Siege
Jasmine,Team Up
Jamming Net,Phantom Forces
Low Pressure System,EX Dragon
Low Pressure System,POP Series 3
Lt. Surge,Gym Heroes
Lt. Surge's Raticate,Gym Heroes
Item Finder,Base Set 2
Item Finder,Base Set
Island Hermit,EX Dragon Frontiers
Island Challenge Amulet,Cosmic Eclipse
Island Cave,EX Hidden Legends
Iris,Plasma Blast
Interviewer's Questions,Unleashed
Interviewer's Questions,Call of Legends
Lt. Surge's Secret Plan,Gym Challenge
Lt. Surge's Strategy,Hidden Fates
Lt. Surge's Strategy,Unbroken Bonds
Inkay,Unbroken Bonds
Lt. Surge's Treaty,Gym Heroes
Inkay,Hidden Fates
Inkay,Forbidden Light
Lucario Spirit Link,XY Black Star Promos
Ingo & Emmet,Team Up
Lucian's Assignment,Rising Rivals
Janine,Unbroken Bonds
Jaw Fossil,Furious Fists
Lucky Egg,Sword & Shield
Lost World,Call of Legends
Lillie,Shining Legends
Lillie,Sun & Moon
Lillie,Ultra Prism
Lillie's Full Force,Cosmic Eclipse
Lillie's Poké Doll,Cosmic Eclipse
Lisia,Celestial Storm
Jirachi,Vivid Voltage
Jirachi,Unleashed
Jirachi,Roaring Skies
Jirachi,Legends Awakened
Litwick,Lost Thunder
Jirachi,Call of Legends
Jigglypuff,Southern Islands
Litwick,Rebel Clash
Litwick,Steam Siege
Litwick,Unified Minds
Jigglypuff,Detective Pikachu
Looker,Ultra Prism
Looker Whistle,Ultra Prism
Looker's Investigation,Platinum
Jessie & James,Hidden Fates
Lost Blender,Lost Thunder
Lost Remover,Call of Legends
Lucky Egg,Arceus
Lucky Helmet,Ancient Origins
Lightning Energy,XY
Hypnotoxic Laser,Plasma Storm
Luxury Ball,Stormfront
Lysandre,Ancient Origins
Lysandre,Flashfire
Lysandre Labs,Forbidden Light
Lysandre ◇,Forbidden Light
Lysandre's Trump Card,Phantom Forces
M Gengar-EX,Phantom Forces
M Latios-EX,Roaring Skies
Hyper Potion,Sword & Shield
Hyper Potion,Skyridge
Hyper Potion,Champion's Path
Hyper Devolution Spray,Neo Discovery
Hustle Belt,Celestial Storm
Magby,Call of Legends
Magby,EX Team Rocket Returns
Magby,Expedition Base Set
Hugh,Boundaries Crossed
Magby,Mysterious Treasures
Magby,Triumphant
Houndour,EX Unseen Forces
Magikarp,Crimson Invasion
Magikarp,Detective Pikachu
Houndoom Spirit Link,BREAKthrough
Luxray,Ultra Prism
Igglybuff,Cosmic Eclipse
Lucky Stadium,Neo Destiny
Igglybuff,EX Crystal Guardians
Lucky Stadium,Wizards Black Star Promos
Lum Berry,EX Emerald
Lum Berry,EX Ruby & Sapphire
Lum Berry,Sword & Shield
Indigo Plateau,Triumphant
Lure Ball,Celestial Storm
Lure Ball,Skyridge
Lusamine,Crimson Invasion
Lusamine,Ultra Prism
Impostor Professor Oak's Invention,Neo Destiny
Imposter Professor Oak,Base Set 2
Imposter Professor Oak,Base Set
Imposter Oak's Revenge,Team Rocket
Lusamine ◇,Lost Thunder
Imakuni?,Generations
Luvdisc,EX Hidden Legends
Ilima,Sun & Moon
Igglybuff,Wizards Black Star Promos
Igglybuff,Skyridge
Igglybuff,Neo Discovery
Igglybuff,HeartGold & SoulSilver
Igglybuff,Great Encounters
Igglybuff,EX Hidden Legends
Lightning Energy,XY Trainer Kit (Pikachu Libre)
Lightning Energy,Team Up Energies
δ Rainbow Energy,POP Series 5
Lana,Ultra Prism
Lance ◇,Dragon Majesty
Lanette's Net Search,EX Emerald
Lanette's Net Search,EX Sandstorm
Kecleon,Plasma Freeze
Larvesta,Darkness Ablaze
Larvitar,EX Emerald
Karen,XY Black Star Promos
Karate Belt,Unified Minds
Lass,Base Set
Lass,Base Set 2
Lass's Special,Fates Collide
Last Chance Potion,Celestial Storm
Latios Spirit Link,Roaring Skies
Lavender Town,Team Up
League Staff,Vivid Voltage
Kakuna,XY
Kakuna,Unleashed
Kakuna,Skyridge
Kakuna,Rising Rivals
Kakuna,Plasma Freeze
Kakuna,Neo Discovery
Kakuna,Crimson Invasion
Leftovers,Great Encounters
Lana's Fishing Rod,Cosmic Eclipse
Lana,Burning Shadows
Legend Box,Undaunted
Kiawe,Burning Shadows
Klink,Darkness Ablaze
Koffing,EX Deoxys
Koffing,Fates Collide
Koffing,Unbroken Bonds
Koga,Gym Challenge
Kirlia,Secret Wonders
Kirlia,POP Series 7
Koga's Kakuna,Gym Challenge
Koga's Ninja Trick,Gym Challenge
Koga's Trap,Hidden Fates
Koga's Trap,Unbroken Bonds
Komala,Unified Minds
Korrina,Furious Fists
Kricketot,BREAKpoint
Kyogre,Call of Legends
Kyogre Spirit Link,Primal Clash
Kyogre ex,EX Crystal Guardians
Lady,Forbidden Light
Lady,Hidden Fates
Lady Outing,EX Deoxys
Lady Outing,EX Ruby & Sapphire
Lake Boundary,Mysterious Treasures
Lampent,Lost Thunder
Kahili,Lost Thunder
Leon,Vivid Voltage
Lightning Energy,Sword & Shield Energies
Jynx,EX Unseen Forces
Lightning Energy,EX Trainer Kit (Latios)
Lightning Energy,EX Trainer Kit 2 (Minun)
Junk Arm,Triumphant
Lightning Energy,EX Trainer Kit 2 (Plusle)
Jumpluff,Secret Wonders
Lightning Energy,Evolutions
Lightning Energy,Expedition Base Set
Lightning Energy,Generations
Lightning Energy,Guardians Rising
Lightning Energy,Gym Challenge
Lightning Energy,Gym Heroes
Juggler,Aquapolis
Judge Whistle,Team Up
Judge,Unleashed
Judge,Lost Thunder
Judge,Forbidden Light
Judge,BREAKthrough
Lightning Energy,HGSS Trainer Kit (Raichu)
Joltik,Unified Minds
Lightning Energy,HeartGold & SoulSilver
Lightning Energy,Neo Genesis
Lightning Energy,SM Trainer Kit (Alolan Raichu)
Lightning Energy,Sun & Moon Energies
Lightning Energy,EX Ruby & Sapphire
Lightning Energy,EX Power Keepers
Level Ball,Ancient Origins
Lightning Energy,EX Holon Phantoms
Level Ball,Next Destinies
Level Max,Platinum
Lickitung,Southern Islands
Lickitung δ,EX Dragon Frontiers
Liepard,Boundaries Crossed
Life Dew,Plasma Freeze
Life Forest ◇,Lost Thunder
Life Herb,Celestial Storm
Life Herb,EX FireRed & LeafGreen
Life Herb,EX Hidden Legends
Life Herb,Platinum
Life Herb,Unleashed
Kabu,Darkness Ablaze
Kabu,Champion's Path
Lightning Energy,Base Set
Jynx,Team Up
Lightning Energy,Base Set 2
Lightning Energy,Battle Academy (Pikachu)
Lightning Energy,Black & White
Lightning Energy,Call of Legends
Lightning Energy,Diamond & Pearl
Lightning Energy,Diamond & Pearl Energies
Lightning Energy,EX Emerald
Magikarp,EX Team Rocket Returns
Magikarp,Rebel Clash
Mew ex,EX Legend Maker
Haunter,EX Legend Maker
Haunter,BREAKthrough
Hau,Sun & Moon
Hau,Shining Legends
Hau,SM Trainer Kit (Lycanroc)
Hau,SM Trainer Kit (Alolan Sandslash)
Hau,SM Trainer Kit (Alolan Raichu)
Hau,SM Trainer Kit (Alolan Ninetales)
Hau,Guardians Rising
Hau,Celestial Storm
Hau,Battle Academy (Pikachu)
Hau,Battle Academy (Mewtwo)
Hau,Battle Academy (Charizard)
Meowth,Team Rocket
Meowth,Wizards Black Star Promos
Hatterene,Rebel Clash
Meowth δ,POP Series 5
Metal Core Barrier,Unbroken Bonds
Metal Energy,Aquapolis
Metal Energy,Black & White
Metal Energy,Call of Legends
Metal Energy,Diamond & Pearl
Metal Energy,Diamond & Pearl Energies
Metal Energy,EX Delta Species
Haunter,Crimson Invasion
Haunter,Generations
Hapu,Unified Minds
Haunter,Triumphant
Heatran LV.X,DP Black Star Promos
Mega Catcher,Fates Collide
Mega Turbo,Roaring Skies
Meloetta,Lost Thunder
Memory Berry,Aquapolis
Memory Berry,EX Crystal Guardians
Memory Berry,Platinum
Memory Capsule,Vivid Voltage
Memory Energy,Lost Thunder
Meowth,BREAKthrough
Heat Fire Energy,Darkness Ablaze
Heat Factory ◇,Lost Thunder
Health Energy,Majestic Dawn
Healing Scarf,Roaring Skies
Healing Field,Neo Revelation
Healing Berry,Aquapolis
Heal Powder,Neo Destiny
Heal Energy,POP Series 4
Heal Energy,EX Deoxys
Head Ringer,Phantom Forces
Meowth,Fates Collide
Meowth,Generations
Haunter,Unbroken Bonds
Hard Charm,XY
Happiny,Unbroken Bonds
Heavy Ball,BREAKthrough
Metal Energy,Undaunted
Metal Energy,XY Trainer Kit (Bisharp)
Metal Frying Pan,Forbidden Light
Metal Goggles,Team Up
Metal Saucer,Sword & Shield
Metapod,Flashfire
Metapod,Generations
Metapod,Neo Discovery
Meteor Falls,EX Deoxys
Mew,BW Black Star Promos
Guzma & Hala,Cosmic Eclipse
Guzma,Hidden Fates
Guzma,Burning Shadows
Gust of Wind,Base Set 2
Gust of Wind,Base Set
Mew,EX Holon Phantoms
Mew,Expedition Base Set
Mew,Fates Collide
Mew,SM Black Star Promos
Mew,Secret Wonders
Mew,Southern Islands
Mew,Triumphant
Mew,Unbroken Bonds
Gulpin,Legends Awakened
Metal Energy,XY
Metal Energy,Team Up Energies
Happiny,Platinum
Metal Energy,Sword & Shield Energies
Happiny,POP Series 8
Happiny,Mysterious Treasures
Hand Scope,Phantom Forces
Hala,Guardians Rising
Metal Energy,EX Emerald
Metal Energy,EX Holon Phantoms
Metal Energy,EX Power Keepers
Metal Energy,EX Ruby & Sapphire
Gym Badge,XY Black Star Promos
Metal Energy,EX Unseen Forces
Metal Energy,Evolutions
Metal Energy,Expedition Base Set
Metal Energy,Generations
Metal Energy,HeartGold & SoulSilver
Metal Energy,Majestic Dawn
Metal Energy,Mysterious Treasures
Metal Energy,Neo Genesis
Gyarados Spirit Link,BREAKpoint
Metal Energy,Rising Rivals
Metal Energy,SM Trainer Kit (Alolan Sandslash)
Metal Energy,Secret Wonders
Metal Energy,Sun & Moon
Metal Energy,Sun & Moon Energies
Heatran LV.X,Stormfront
Heavy Ball,Next Destinies
Magikarp,Team Up
Holon's Castform,EX Holon Phantoms
Holon Scientist,EX Delta Species
Holon Ruins,EX Delta Species
Holon Researcher,EX Delta Species
Holon Research Tower,EX Delta Species
Holon Mentor,EX Dragon Frontiers
Holon Mentor,EX Delta Species
Holon Legacy,EX Dragon Frontiers
Holon Lass,EX Delta Species
Holon Lake,EX Holon Phantoms
Holon Fossil,EX Holon Phantoms
Holon Farmer,EX Delta Species
Holon Energy WP,EX Dragon Frontiers
Holon Energy WP,EX Delta Species
Holon Energy GL,EX Dragon Frontiers
Holon Energy GL,EX Delta Species
Holon Energy FF,EX Dragon Frontiers
Holon Energy FF,EX Delta Species
Holon Circle,EX Crystal Guardians
Holon Adventurer,EX Holon Phantoms
Maintenance,Base Set
Maintenance,Base Set 2
Maintenance,Evolutions
Maintenance,Furious Fists
Holon Transceiver,EX Delta Species
Mail from Bill,Neo Destiny
Mallow,Guardians Rising
Holon's Magnemite,EX Delta Species
Horsea,Primal Clash
Magma Energy,EX Team Magma vs Team Aqua
Horsea,McDonald's Collection 2018
Magma Pointer,Double Crisis
Horsea,Burning Shadows
Horror Psychic Energy,Rebel Clash
Hoppip,EX Team Rocket Returns
Hop,Sword & Shield
Hop,Champion's Path
Magmortar LV.X,Mysterious Treasures
Hoothoot,Skyridge
Hoothoot,Plasma Freeze
Hoothoot,BREAKthrough
Hoopa-EX,Ancient Origins
Hooligans Jim & Cas,Dark Explorers
Honedge,Team Up
Honedge,Primal Clash
Honedge,BREAKpoint
Magnemite,Unified Minds
Honchkrow G,Platinum
Magnetic Storm,EX Hidden Legends
Magnetic Storm,Flashfire
Magnifier,Neo Destiny
Maintenance,Generations
Mallow & Lana,Cosmic Eclipse
Heavy Boots,BREAKthrough
Martial Arts Dojo,Unbroken Bonds
Herbal Energy,Furious Fists
Mary's Impulse,Expedition Base Set
Mary's Request,EX Unseen Forces
Master Ball,EX Delta Species
Master Ball,EX Deoxys
Master Ball,EX Power Keepers
Master Ball,Expedition Base Set
Master Ball,Gym Challenge
Master Ball,Plasma Blast
Helix Fossil Omanyte,Fates Collide
Helix Fossil,Majestic Dawn
Helix Fossil,Arceus
Mawile Spirit Link,XY Black Star Promos
Max Elixir,BREAKpoint
Max Potion,BREAKpoint
Max Potion,Emerging Powers
Max Potion,Guardians Rising
Max Potion,Plasma Freeze
Max Revive,Generations
Max Revive,Gym Challenge
Max Revive,XY
Maxie,EX Team Magma vs Team Aqua
Maxie's Hidden Ball Trick,Primal Clash
Mary,Neo Genesis
Martial Arts Dojo,Cosmic Eclipse
Manaphy,POP Series 9
Marshadow,Cosmic Eclipse
Manaphy,Plasma Storm
Manaphy,Primal Clash
Mandibuzz BREAK,XY Black Star Promos
Manectric Spirit Link,Phantom Forces
Mantyke,Diamond & Pearl
Mareanie,Sun & Moon
Mareep,EX Dragon
Hippowdon LV.X,Rising Rivals
Marill,EX Team Rocket Returns
Marley's Request,Stormfront
Marnie,Champion's Path
Marnie,Sword & Shield
Mars,Ultra Prism
Hiker,Hidden Fates
Hiker,Celestial Storm
High Pressure System,POP Series 3
High Pressure System,EX Dragon
Hiding Darkness Energy,Darkness Ablaze
Hex Maniac,Ancient Origins
Hero's Medal,Vivid Voltage
Here Comes Team Rocket!,Team Rocket
Here Comes Team Rocket!,Evolutions
Here Comes Team Rocket!,EX Team Rocket Returns
Fire Energy,EX Trainer Kit (Latias)
Fire Energy,EX Ruby & Sapphire
Fire Energy,EX Power Keepers
Reserved Ticket,BREAKthrough
Resistance Gym,Gym Challenge
Drake's Stadium,EX Power Keepers
Retro Energy,Skyridge
Return Label,Team Up
Reversal Trigger,Plasma Blast
Reverse Valley,BREAKpoint
Revitalizer,Generations
Revive,Base Set
Revive,Black & White
Revive,Evolutions
Revive,Roaring Skies
Rival,Diamond & Pearl
Rival,Secret Wonders
Robo Substitute,Phantom Forces
Rock Guard,Plasma Freeze
Rocket's Admin.,EX Team Rocket Returns
Rocket's Hideout,EX Team Rocket Returns
Rocket's Hideout,Neo Revelation
Rocket's Minefield Gym,Gym Challenge
Rocket's Mission,EX Team Rocket Returns
Dragon Talon,Dragon Majesty
Rocket's Poké Ball,EX Team Rocket Returns
Rocket's Secret Experiment,Gym Challenge
Reset Stamp,Unified Minds
Research Record,Call of Legends
Rocket's Tricky Gym,EX Team Rocket Returns
Rescue Stretcher,Guardians Rising
Drifloon,Plasma Blast
Drifblim FB,Supreme Victors
Rayquaza Spirit Link,Roaring Skies
React Energy,EX Legend Maker
Recall,Gym Heroes
Recover Energy,Majestic Dawn
Recycle,Emerging Powers
Recycle,Fossil
Recycle Energy,Neo Genesis
Recycle Energy,Unified Minds
Draw Energy,Cosmic Eclipse
Red & Blue,Cosmic Eclipse
Red Card,Generations
Red Card,XY
Red's Challenge,Unbroken Bonds
Relic Hunter,Skyridge
Remoraid,Aquapolis
Remoraid,Neo Revelation
Repeat Ball,Primal Clash
Repel,Sun & Moon
Rescue Energy,Triumphant
Rescue Scarf,Dragons Exalted
Rescue Stretcher,Burning Shadows
Rocket's Sneak Attack,Team Rocket
Dowsing Machine,Plasma Storm
Rattata,Boundaries Crossed
Rocky Helmet,Noble Victories
Roller Skater,Cosmic Eclipse
Doublade,Forbidden Light
Doublade,BREAKpoint
Roller Skates,Phantom Forces
Roller Skates,XY
Root Fossil,EX Holon Phantoms
Root Fossil,EX Legend Maker
Root Fossil,EX Power Keepers
Root Fossil,EX Sandstorm
Root Fossil,Legends Awakened
Root Fossil Lileep,Plasma Blast
Rosa,Cosmic Eclipse
Rose,Darkness Ablaze
Rose Tower,Darkness Ablaze
Roseanne's Research,POP Series 8
Dome Fossil Kabuto,Fates Collide
Dome Fossil,Majestic Dawn
Dome Fossil,Arceus
Roseanne's Research,Secret Wonders
Roselia,EX Legend Maker
Doduo,EX Emerald
Rotom,Cosmic Eclipse
Rotom,Fates Collide
Rocky Helmet,Vivid Voltage
Rocky Helmet,Boundaries Crossed
Double Rainbow Energy,POP Series 5
Double Aqua Energy,Double Crisis
Double Rainbow Energy,EX Team Magma vs Team Aqua
Double Rainbow Energy,EX Emerald
Double Rainbow Energy,EX Crystal Guardians
Double Magma Energy,Double Crisis
Double Gust,Neo Genesis
Double Full Heal,EX Sandstorm
Double Full Heal,EX Emerald
Double Full Heal,EX Crystal Guardians
Double Full Heal,Diamond & Pearl
Double Dragon Energy,Roaring Skies
Double Colorless Energy,XY
Double Colorless Energy,Sun & Moon
Double Colorless Energy,Shining Legends
Double Colorless Energy,Phantom Forces
Double Colorless Energy,Next Destinies
Double Colorless Energy,Legendary Treasures
Double Colorless Energy,HeartGold & SoulSilver
Double Colorless Energy,Guardians Rising
Double Colorless Energy,Generations
Double Colorless Energy,Fates Collide
Double Colorless Energy,Evolutions
Double Colorless Energy,Base Set 2
Double Colorless Energy,Base Set
Drifloon,Steam Siege
Drifloon,Undaunted
Dive Ball,Primal Clash
Psyduck,Sun & Moon
Pumpkaboo,Crimson Invasion
Pumpkaboo,XY
Pumpkaboo,XY Trainer Kit (Noivern)
Ecogym,Neo Genesis
Eco Arm,Ancient Origins
Ear-Ringing Bell,Unified Minds
EXP.ALL,Neo Destiny
EXP.ALL,EX FireRed & LeafGreen
Purrloin,Boundaries Crossed
Dust Island,Unbroken Bonds
Duskull,Vivid Voltage
Duskull,Secret Wonders
Duskull,Flashfire
Purrloin,Legendary Treasures
Duskull,Cosmic Eclipse
Duskull,Boundaries Crossed
Dusknoir LV.X,Stormfront
Purrloin,Unified Minds
Dusknoir,Flashfire
Dusknoir,Diamond & Pearl
Puzzle of Time,BREAKpoint
Quick Ball,DP Trainer Kit (Lucario)
Quick Ball,Majestic Dawn
Psyduck,Triumphant
Psyduck,SM Black Star Promos
Quick Ball,Mysterious Treasures
Psyduck,McDonald's Collection 2018 (French)
Psychic Energy,Expedition Base Set
Psychic Energy,Generations
Psychic Energy,Gym Challenge
Psychic Energy,Gym Heroes
Psychic Energy,HeartGold & SoulSilver
Psychic Energy,Neo Genesis
Psychic Energy,SM Trainer Kit (Alolan Raichu)
Psychic Energy,Sun & Moon
Eevee,Sun & Moon
Psychic Energy,Sun & Moon Energies
Psychic Energy,Sword & Shield Energies
Psychic Energy,Team Up Energies
Psychic Energy,XY
Psychic Energy,XY Trainer Kit (Latias)
Psychic Energy,XY Trainer Kit (Latios)
Psychic Energy,XY Trainer Kit (Noivern)
Eevee,McDonald's Collection 2018 (French)
Eevee,McDonald's Collection 2018
Psychic Memory,Crimson Invasion
Psychics Third Eye,BREAKpoint
Psyduck,Boundaries Crossed
Psyduck,EX Sandstorm
Psyduck,McDonald's Collection 2018
Dusk Stone,Unbroken Bonds
Quick Ball,Sword & Shield
Rattata,BREAKpoint
Rare Candy,Celestial Storm
Rare Candy,EX Emerald
Rare Candy,EX Holon Phantoms
Rare Candy,EX Sandstorm
